3178	5900
5955	6582
6423	9530
51699	55849
9425	253175
5702	5900
4919	25844
8354	8364
3014	3021
1660	23152
10379	10943
1977	7458
6397	9332
675	3853
8036	57463
6205	55226
8362	8607
4232	9153
6138	8643
7249	8826
1938	4143
6262	55288
1213	9641
9332	10142
6262	11180
10436	27292
85236	92815
2131	3431
55753	79677
9933	23460
728	5159
5993	123355
4040	80736
288	5896
3614	4839
1802	23263
3055	137970
705	8886
5709	27181
827	7157
6209	63931
8175	9128
6611	6723
7157	27330
5290	10161
2042	57584
2703	6261
1874	27063
1232	255738
4036	7036
154	4862
10693	196883
6442	57634
651	1767
308	1260
9429	152110
26009	54674
6122	23560
4665	80230
5792	7874
4340	10420
845	7157
2729	27339
10280	60481
5727	23152
4060	6678
4147	5798
6572	6614
3455	7157
3276	51236
2762	55095
5298	23413
435	26229
1973	6136
2532	3623
7525	11174
11311	64145
6146	6205
10476	51079
3689	4881
23498	84447
1803	9647
4809	4904
2272	7311
4790	6910
4627	10892
1951	4855
7038	27180
388	50650
4882	7273
79574	85403
2697	57165
3350	9367
8237	9821
229	6638
6331	11284
7525	23336
8443	90441
10640	26259
51388	54517
2195	220988
3572	6655
2209	3178
6125	6169
6015	6653
1122	5591
2	50509
2572	7453
4858	79925
4659	8893
5435	10189
216	132949
8337	85235
5685	5875
2557	6647
4301	5867
9332	89795
990	8796
5097	6910
286	79574
249	3320
4790	55288
6277	200734
3851	4673
54539	374291
5125	8832
580	4436
5437	10621
5371	7161
3054	11279
1373	11214
6202	11201
5737	5799
5095	6924
4736	9219
4705	7381
23090	23524
9656	11022
6499	65220
109	6518
577	9146
287	51086
10933	22938
6041	55837
51733	284217
5689	5716
3508	23765
3133	9647
2251	2263
2247	5934
2182	11173
651	6614
6262	6692
5291	221078
10607	79954
3622	6005
6647	23765
1271	64743
934	945
9332	11266
79902	79947
2916	8502
270	1581
471	23113
9343	26047
9609	10992
1237	151651
6626	23450
3697	4889
660	1778
2037	7389
816	11179
26047	54518
6863	6870
10640	23139
6014	128239
6781	25925
1448	7273
4535	10479
7161	8626
6165	6210
23189	27111
3875	158381
6218	11224
5718	80331
1662	9669
573	6899
23635	401260
1462	55734
8496	56929
109	7157
667	9381
6203	8668
7153	51510
7375	56903
1453	6927
23195	57826
6947	9507
5170	7157
88	64232
675	54108
4619	9972
3851	55922
84446	137735
4841	10371
2247	2261
7273	8120
32	1830
2073	65083
7373	11190
8106	10142
4342	8029
1973	6132
7027	55275
10926	51386
3275	54674
5111	8318
7157	29110
4308	6450
2332	374868
150	727
643	8499
8672	56342
302	23586
10381	57556
338	926
4951	9777
5245	27235
6136	6204
2688	53358
10451	55763
1453	7273
1608	2107
4114	6910
1974	6210
6137	6234
9196	55604
843	9899
5533	7108
23435	55705
990	81620
100	83475
64902	445582
6229	51121
6123	10024
2260	6714
5495	10783
3741	4486
667	5116
862	4593
799	6240
6157	6170
4018	5705
4438	7025
3562	9899
3708	4673
6341	10063
7157	8085
3484	6480
108	2153
3912	140733
7157	79879
1259	1780
2475	4619
26047	55646
4049	4191
2444	4139
476	2157
2778	6597
5141	5747
10351	23225
506	522
1286	4763
2444	9821
55526	246269
5286	8554
5009	5063
1440	1780
1653	2153
7167	23513
4881	65125
4541	94134
4629	11280
2091	6209
9584	79026
1756	4122
4670	6427
6000	22807
6511	83660
4317	8841
6326	9378
5693	5694
2115	7157
667	3636
328	10436
667	1129
5985	6311
4967	6547
4854	10053
5298	81788
919	5788
1828	10291
6208	8335
51450	54464
7375	9252
10207	79157
8796	65125
7157	9570
55930	63891
9631	51614
573	56977
2972	8368
6585	10420
2736	8986
540	1014
6749	84076
2202	3673
2052	9113
2010	4000
7273	8569
6830	91949
1997	260425
3451	5788
8496	54464
2935	4430
6124	55226
4540	56474
8396	51340
26056	29028
2244	3699
4619	8449
8874	10083
4540	25925
1107	196528
7157	440138
8294	94239
25814	89866
677	3454
29889	84916
2971	5437
5359	200576
3673	9424
6330	55843
5873	85476
931	25917
1787	9329
2891	9437
5331	5571
274	3430
1755	4297
472	57674
1737	7273
2182	3791
5688	5707
3911	5310
2237	8502
6910	23236
6202	51187
4036	4734
3708	10886
1232	23423
6117	8365
6122	6187
3756	6721
7222	8672
9045	10095
2804	7799
6208	388524
5961	57130
3948	7273
4619	8220
8735	26047
6547	153527
368	9172
10083	10810
325	2215
9914	51224
577	5493
5431	51513
54475	55153
3909	56474
1163	5708
4691	55226
6262	9054
1635	10166
10179	83660
3912	51366
10199	23223
9044	54145
5915	10130
8106	27316
1656	6568
9513	81624
5861	27095
2	55819
1130	8120
51422	84254
5328	57062
238	1462
90204	128239
1329	7388
5245	23410
6554	127002
1879	2571
2938	10735
7157	10763
5204	5359
10095	89866
948	6294
6579	8537
2975	6297
3910	4217
9381	11047
5689	5705
667	6911
1445	4145
54617	55833
1041	5187
3949	6184
2177	8502
1788	9698
6601	8349
26058	83990
1298	7850
4301	55763
2898	5563
5315	84790
6261	165631
5126	50808
5728	8970
6310	30008
2305	9353
5359	55601
88	53916
4519	5244
816	165530
8161	57563
915	4624
51614	57647
6382	9891
667	5173
6239	57584
590	10444
8345	8354
9927	57144
9705	55316
9554	10282
1755	7007
5198	10606
9837	23032
516	54205
2180	9397
7157	8908
3306	165721
3198	55303
526	23420
5133	7157
1293	4133
1852	9181
1811	10799
2065	23304
1654	6773
5711	51433
5578	11273
4037	9149
2801	7037
1046	3949
23523	79102
56949	85417
6192	9086
6442	9013
2891	4237
6138	6169
1837	9775
23195	115752
21	5563
3811	5887
1767	64127
3910	51744
3899	7157
7038	152110
8573	81624
7545	9361
4536	84959
9277	55153
3187	3188
4354	266977
1997	27030
3017	6165
25888	27340
4035	5753
100	284723
4839	80135
4710	54539
2649	2735
4627	8522
8337	8370
9790	11103
27063	196513
5146	8028
5395	54802
4670	4686
55833	66037
8470	59269
2938	7110
6790	59340
2199	23542
6560	79947
6203	10436
7157	64127
7286	79071
1359	196513
577	3603
25840	51024
7818	10492
8332	8356
3021	8353
324	5193
8833	27292
991	5915
7368	9986
5116	5359
3957	56155
8344	8520
10059	51024
6230	7994
6176	6222
4162	7936
6634	10594
6597	54145
651	4332
4763	8218
2185	9784
513	55967
8502	51366
4919	6293
1141	7099
7350	26168
652	1380
4133	10643
60	7280
10969	51575
150	8671
4629	9705
6997	220988
4670	6633
1973	6137
7407	9821
10528	80273
607	9672
1595	5097
2052	2185
6476	6892
25873	220963
9437	84171
7157	26505
3099	83700
5133	9742
6581	43849
19	9899
4297	54554
7157	53358
4857	55183
6917	26059
1583	4209
1543	3394
3756	3909
4540	10300
472	6261
3141	23029
514	521
6005	10963
6641	6950
55746	55768
2355	9790
8876	9793
27258	56929
1606	6261
330	4619
8243	10531
29927	63931
57125	84168
51654	56896
6201	6222
4084	5923
506	947
25836	90956
4706	10975
717	5425
4297	5255
23476	26056
1949	7157
3720	8727
5138	255928
4629	5015
2762	7264
2900	124602
6947	25778
4622	9924
4133	220988
5187	9045
3818	54901
2804	9669
2151	3572
9140	10642
1936	4680
1780	57584
1329	10476
472	9826
6011	50649
23460	54464
100	10607
24	84528
8997	152926
6164	29789
38	6474
119391	340156
26051	54737
672	55526
4695	4701
5506	10274
4723	5144
1380	2549
2070	3742
308	9229
5710	5716
3902	9647
5611	43849
6628	7307
79050	84916
2006	2046
6150	10479
2192	10043
5279	387700
3012	6203
3936	153090
7273	92521
5265	11200
7295	25824
4430	8893
11202	51074
3033	4720
1815	1816
2104	376940
4619	7157
8805	25839
2335	9260
3692	25873
23534	57731
6218	9045
3339	4862
5799	26056
3020	255626
1778	8893
2153	11025
9045	96764
6205	8891
6476	6547
1832	4986
4919	8841
4314	10484
1559	6397
10014	165631
3198	3356
1767	1828
1386	3575
3575	117177
274	10128
4710	126328
6257	7124
7159	9457
2861	4645
3678	6387
5510	7991
6173	7458
4199	347688
6193	56902
6908	85236
369	10469
321	84572
1974	6897
108	10763
3575	10788
7157	23142
9975	51422
23450	24148
3364	55388
3899	84159
5714	9861
1964	6122
29123	54843
3872	10783
1287	8239
5439	7307
5198	8851
6194	8342
5144	22906
26059	92675
79080	84106
538	4159
5187	9826
8359	8367
3075	3113
4087	9372
2195	10333
338	3990
6576	131450
53	7157
4288	5467
6750	7432
1454	5888
23168	81624
1373	6382
218	1358
6202	140801
23463	196528
11331	64753
2802	152110
7068	51102
6434	10486
6453	7157
5032	7249
8906	23165
6708	9699
2444	3804
240	2829
10262	83660
6134	23521
26155	57106
51699	81873
3972	23040
4317	25821
1271	23673
4486	6499
23304	91133
3562	26155
71	2597
5146	9510
5267	7414
4212	5141
2821	11022
9378	10799
5888	7329
2892	4360
81	140733
3818	79026
8330	8358
3851	10847
5239	22948
6157	23481
7375	11138
9210	55613
51096	84916
3980	4052
3667	27293
1434	3841
4514	7036
7157	8504
4068	5091
108	54763
5293	6692
7157	9439
5256	9440
4669	7157
3309	23317
8115	8995
8243	9543
417	5727
389	1729
7157	11062
4168	8632
8339	11137
10431	131118
1778	26523
4514	84515
24148	54464
8537	90102
3792	6470
672	3623
9020	23367
1974	6208
1798	9093
3700	23028
6175	8347
3689	9054
2538	150353
178	1287
8672	22916
491	56479
8576	8995
115	55690
8438	53981
292	515
2535	7982
1105	1487
3897	50855
10926	23595
4645	6708
837	10347
29028	89872
8805	64332
1503	54606
1719	50484
5304	85417
2645	11200
5101	8632
660	23395
10946	25766
6191	8337
8341	55705
1965	7148
3673	5877
4855	23225
6878	7644
23013	23162
93	10637
397	7409
6092	83743
157	1130
10094	158866
3149	5933
2670	339175
9609	23136
22837	57459
6130	6135
5141	6556
2125	23673
4905	7979
1804	7270
9439	10489
23054	151636
26155	54606
1088	4536
5510	5900
3020	6749
5887	7334
8358	8969
2676	7038
6872	51616
6256	7874
2074	51540
4172	7157
160	1967
7249	29110
5747	8893
5979	8450
5145	5903
8467	54107
3386	81788
354	8554
5671	6655
1129	4332
4686	7307
8841	10013
837	51311
3562	9275
4216	5139
1301	4536
4536	6262
3304	79962
9221	161424
1738	4711
1282	26058
4360	9669
8751	27242
4547	79026
2296	56920
8745	51804
3371	3617
2850	10787
3075	10769
4701	4709
522	4712
1802	64969
2006	55334
509	4718
9447	22913
6614	55140
3660	7157
6336	53339
3760	3763
26354	55720
3837	7157
6189	56648
1464	146059
23431	55127
6168	6209
6150	8685
7163	7301
7543	7544
3339	6772
4168	9975
3617	255967
1677	6009
1018	8812
4217	114876
659	4322
5069	7157
6401	7278
6230	23189
57463	118487
3082	4340
7306	84720
7419	79809
5456	23643
7532	50700
4254	6874
8331	55766
4171	4512
1785	9705
6601	8332
4538	54552
3667	10950
2869	10293
8893	10352
56288	58513
2515	3953
4172	5558
7157	54101
7054	24148
1917	29925
5033	8120
213	22934
3572	79071
3304	64215
1280	3149
1828	54901
7053	10274
6187	6224
2560	50615
1780	27335
334	27181
4317	80230
7386	27089
6201	6230
1834	7001
3797	64601
5737	6502
4968	51654
1280	5331
2821	5211
6262	158880
114815	124152
790	29960
5126	5332
6013	84106
1453	54657
3559	5987
2191	151473
2026	5313
5255	6916
3061	26168
2627	10648
8331	55671
10	9252
3841	5393
8767	22913
4217	84720
1943	1944
1447	5789
8334	8364
2334	10642
7994	285830
4686	6626
1445	6714
8907	10985
9332	57674
6777	151473
3815	56001
2488	85417
5685	85479
1937	23418
10985	50509
3953	54741
25913	26036
999	8727
2904	9507
8780	9098
5789	10648
4134	4535
1081	55775
2201	23075
2201	5571
8021	55655
7278	55914
9603	10291
8202	59340
3853	56946
1660	85417
1016	9054
23332	114815
9338	93649
1387	6708
1811	5341
1581	5193
368	7273
6141	23521
123876	221074
5664	23163
808	5990
1969	29850
6208	55176
2244	5251
2177	7157
2892	23469
5987	22885
672	7570
4430	84888
4352	7204
1997	9181
10053	56934
667	50944
2215	51284
576	10940
2794	25873
8019	221078
5709	5713
286	991
7100	23032
5597	10999
6616	8775
4035	5747
2035	8623
4308	23189
8969	79026
1997	4807
238	334
5179	90627
6917	9150
4540	7216
3614	6837
4176	4331
2201	9924
3621	55929
9770	374868
8972	317772
4893	10094
2046	81624
4879	11056
4322	64506
5701	29925
701	5686
2091	3692
3912	23216
1378	4308
6146	6217
54585	90488
911	26137
2539	23195
3562	30849
5799	55697
1785	2703
4131	10133
6387	54658
29927	84447
23113	64601
721	4035
2199	4622
4904	6427
1654	8661
6390	8801
1958	4161
34	22848
9210	84171
6574	27023
30008	51187
2041	26009
7157	149233
1129	51433
7157	80005
6293	11018
28987	54482
3654	3684
6176	10985
57143	79925
817	11190
3843	8363
8318	9126
3912	6262
2262	80834
115	2165
9962	118788
3059	11344
3636	23365
1288	5877
10484	84958
1203	29761
3741	9794
6780	9054
310	27133
1293	4302
26	6305
23169	25873
3815	5298
8204	26505
5244	10787
2571	4763
1959	60561
6091	9647
55217	284904
4938	27229
652	1981
1608	7570
2805	55258
5331	23032
8666	64841
4968	9075
178	51205
3075	90956
1315	27148
2986	9520
4512	28985
5985	7157
55799	89797
4967	7042
4066	6887
2966	84172
155	4619
3236	3918
1014	79026
652	655
731	51311
4763	6950
672	10940
6594	8330
126	79026
1975	6156
8727	260425
6837	79035
27258	51691
3313	85406
6604	10788
3661	6237
1761	6676
115	57030
7163	10847
4763	6261
2153	7316
1829	2539
4316	55277
4238	10202
3615	54600
412	2153
1303	92345
7464	23040
8445	27133
50999	84433
3742	9154
3224	23225
359	6775
1896	7048
324	10499
3713	23478
7157	29978
3851	4684
2475	4607
2002	8022
178	3912
2355	8368
6511	81537
4729	55763
6634	10946
26276	50615
9188	10643
6228	8337
2243	6511
10847	255738
7373	8438
9914	27245
576	6780
4629	221264
25	1871
2589	51274
5091	8907
9294	23230
6778	9507
29968	55288
4194	5927
10129	23049
4508	5565
11174	89795
5725	57819
2813	83690
6651	7273
1380	6770
2892	6228
7266	25820
27335	57106
6513	7157
3646	6152
6184	10892
26160	376940
2649	9770
4354	55930
6780	6992
2153	7143
4168	11057
2997	7224
6731	60682
3718	83540
890	991
3172	11184
88	4763
5005	7173
1287	7287
26354	54984
204	3417
393	5976
8336	115752
1739	57584
5450	84515
1163	5682
2324	4627
1108	5925
3756	6261
10599	56479
8346	8969
1440	5331
4168	25780
10553	79026
2153	5146
3851	22885
10109	84446
11200	23633
10855	282991
54984	84549
6581	146059
1787	11096
4594	84693
6191	56902
5690	5708
5518	10245
4036	79966
8735	57535
142	3909
8852	23139
1738	4707
2040	7278
3822	3823
7273	23596
4793	10014
828	11073
10309	11273
675	27336
1968	1983
383	55835
5644	55301
32	8851
4486	57535
6201	25873
316	6548
6301	6897
3739	57463
22924	150353
29072	51154
2027	7991
23534	53371
2073	2245
23596	79631
581	27113
4853	55930
5145	55586
2058	118429
216	7350
2873	26268
1294	79980
862	5798
794	5425
1654	6181
5940	10656
9904	54802
212	9338
9685	9695
944	1463
338	4171
2771	10636
775	55690
3053	139105
7750	8906
1677	11056
2120	3371
26	4035
1108	343450
8727	10565
10014	10980
5193	23405
4753	10631
4673	10189
6708	10274
1503	55226
4000	51540
6046	8615
71	7169
8881	152485
1514	6407
8336	85235
7398	131669
3133	23524
6144	6210
1785	55622
6899	7173
10766	55183
7881	80018
775	1301
506	6187
23673	79026
79157	221264
2074	3384
6146	8662
60	10552
3018	8335
8926	10083
57143	255738
2358	5510
203	6327
1026	8318
477	2155
6125	55720
661	9328
6155	57062
3796	5660
3949	8632
732	9510
9112	54843
6154	6175
1997	9451
6713	80777
3093	8553
2954	3081
6749	54674
808	5998
1459	8294
3101	266977
4684	55148
2317	7273
799	6498
290	3035
1411	5163
4620	9891
6262	7157
4666	6135
9152	27175
5698	8745
1780	6531
22977	23633
799	4311
1432	1659
4331	9134
9972	29954
2308	9513
1463	55288
5431	7273
3172	4807
2264	4514
8340	8349
3371	84254
6812	10599
6910	9646
2264	5213
11095	11174
2670	6892
4363	92675
7187	79809
2557	9101
5265	7181
672	5747
3708	4624
5298	64743
2153	10575
26064	55690
6272	9525
8738	259266
4485	10653
790	11095
1755	1870
26574	54606
9623	23534
5422	5985
4920	11201
1777	6396
705	6202
19	1844
8970	10129
2212	10056
3460	10371
3455	23137
4916	10587
5470	8202
6103	23395
4191	400916
1740	115752
1639	6293
409	8454
23341	51182
799	9131
5189	9530
5062	22986
51602	92856
6203	25873
1339	1340
9129	10594
51373	64969
225	79682
7478	23345
8342	51035
7064	7277
2331	7043
726	4879
9340	51466
4790	53339
55324	343450
5347	10569
26135	80144
2539	23198
29777	54555
8294	140801
4512	51566
4953	440138
216	25917
1739	2035
5151	11335
55705	64127
8467	9031
1462	4547
5289	23636
338	6556
6293	9343
2195	25821
3815	22906
5159	10274
8607	29960
6464	26005
6880	93587
56977	255738
675	11099
7143	23390
6653	22974
51118	51154
55703	80324
1301	123876
288	3508
1583	9033
23435	29844
51187	65095
2193	6228
22806	128240
1129	6653
5976	9371
6187	6208
1654	55720
4363	4893
4088	23054
4707	55967
2195	55740
2885	5777
3384	55183
5094	10291
7350	60386
9742	54961
7148	51205
573	5799
54795	57584
5671	6813
2209	4114
2959	5438
2984	11004
5427	23649
5991	57716
794	83660
7204	51176
338	8310
25804	153527
6262	255426
660	4666
23139	65125
1968	6141
3646	9510
2355	6602
7048	8776
3953	4331
2023	4915
5648	6387
2161	2812
5873	7157
5244	6451
4316	84958
5799	6653
4857	25888
6653	23551
4513	26051
2072	5230
523	51726
4036	57556
2160	222865
7324	64682
4842	9844
4438	6749
3910	6671
642	3965
5886	7508
9152	84171
2109	5685
3361	4035
1040	2169
8411	9554
9123	51311
1832	57584
1844	4889
4882	8751
11171	54552
1917	6224
2114	2551
22821	56155
667	10059
1896	7100
2676	5728
2253	8738
3012	8968
26986	55720
5900	94240
9646	23168
3096	59269
9329	10528
22872	51128
1639	9784
2153	26009
1829	139105
2852	96764
509	4709
51426	200576
1639	2355
6125	10528
3742	5900
8346	10105
2064	7007
6132	6193
7157	64682
2180	80168
393	2305
103	55040
1983	25873
5078	57107
5430	8178
6125	7278
88	54898
2317	9821
9378	54413
3756	4647
132	11131
7038	79586
6154	6205
5728	375189
675	2649
6125	6231
6139	6168
1583	6397
5798	6257
6872	114548
4036	10580
5928	8355
6169	6222
3017	8358
1293	7096
435	2707
2557	3575
5506	53981
1291	2488
55291	117246
6118	6119
25865	55930
5440	6923
2160	2264
3421	4728
5522	6304
5533	6696
2935	84674
8533	51138
4848	23019
2804	7450
4676	51455
2891	139105
2027	5223
160	6572
4750	5741
59269	115752
4856	6002
23304	51305
1915	6181
23460	27063
6744	54842
3075	10963
6629	10946
6642	23136
10471	55746
3096	7644
2515	5298
4318	57563
4018	10803
527	245973
7068	10891
10886	121504
477	478
3978	7298
6142	203068
2132	2135
7071	26136
1411	8491
1287	2160
5690	8697
10564	11336
5801	7390
1315	26286
373	114548
3603	56977
29072	64127
8346	8467
643	1627
55621	55661
7162	23304
43849	284366
4904	10599
4519	4914
4285	4363
776	2209
5432	5441
8446	8683
27133	92399
7252	153572
7529	132954
1293	29889
607	4327
7157	9093
6036	7157
6041	7165
51605	57647
558	5923
3454	7181
10129	25925
6191	6203
6741	51602
55095	79677
2157	7082
7827	8662
5686	6125
8470	23193
2068	51164
32	5598
7125	152110
5330	55729
2262	256364
2200	57591
5243	5493
6708	26058
5906	10156
1826	28996
5141	22917
6000	9699
23223	55690
108	3791
3146	6736
3162	7181
1448	51382
1053	7547
1937	6137
1666	26523
1633	26056
3013	7153
8289	114569
6770	9201
4224	5566
3802	5159
51604	90102
8344	60314
3932	10595
5166	55968
1767	51654
1106	5566
1805	2334
4114	23263
10056	55052
1767	2906
5347	6499
7094	8464
54840	56288
54700	130497
1793	85320
4647	221074
4217	5336
23169	54658
5304	6678
85417	284217
5034	7278
1400	2853
5438	6634
3705	5161
11022	91752
558	85365
5718	143471
7157	10516
941	5923
6595	10436
667	6407
4316	282991
4791	4793
84674	131450
5347	6632
6911	116443
9631	84888
2064	3551
22917	552891
3562	284217
1301	2703
1778	7273
2861	23090
5081	5740
2562	3636
2813	59352
3646	6136
108	84674
64682	144195
6257	51540
6448	80201
928	951
6262	9899
5567	55217
9037	11173
3909	54600
4683	9510
4171	7447
1737	80736
2628	5289
6470	55613
1463	26036
3646	8661
4542	8976
5358	5411
1660	9595
4673	55705
1756	8735
4175	55553
6207	79083
1559	7108
6640	10129
726	6474
324	4620
2891	9631
7273	25925
4753	26505
23020	51098
3708	7099
6138	6223
6096	83700
6138	6206
2707	140679
5930	7057
7982	51513
3275	91133
672	2736
22986	55127
8797	64428
667	150771
6934	23019
2712	79939
389	4983
1000	84106
196528	246243
1974	8332
7013	7553
522	4729
9972	59343
5440	6827
8874	50650
4303	6638
4856	6709
2899	7375
23435	55183
9512	89932
5966	26276
25913	79071
1464	1901
7067	25885
3712	23534
412	827
6428	10189
9533	26354
1007	8353
2153	51035
1511	221074
6158	6207
4855	6692
1203	51733
2015	10735
434	2827
5687	5700
8295	8329
607	6531
5252	24148
5473	57107
2900	81494
4858	8833
182	3714
71	7278
7038	10881
6142	9669
2937	51744
1101	7157
10006	374868
23029	84365
6098	8738
2803	26052
7057	10352
4619	122622
10333	51510
652	4199
2783	54995
368	6556
4702	4709
159	1982
732	2904
2209	8632
4277	83660
2650	7410
9770	347688
51018	84294
1543	6299
9898	55148
7157	10575
7157	11190
1295	84883
6780	10763
9107	84958
1767	11173
27258	51690
4853	165530
3784	57826
4212	5089
8997	23037
1041	7112
1290	6185
3171	5798
2189	7273
8355	8370
4684	7270
3797	23414
6159	6228
22948	23113
2201	58484
9462	10420
54363	128239
648	2146
7804	23063
2034	55803
3350	8969
3746	169522
10525	134266
7478	8643
4520	9378
11137	84916
2058	5315
576	2195
6626	8175
6132	6164
5289	54898
6428	6632
4842	51701
5597	5989
8338	8520
3932	8029
5298	54737
403	1298
1387	5921
26354	27292
10628	54554
5959	23746
6687	9371
2153	51283
9646	54413
2153	221823
22872	220988
805	65263
4627	9271
1380	3840
4904	220988
111	4301
1973	85235
10479	23367
472	23195
2648	6871
1088	284217
9601	50617
2668	6731
7018	10570
5925	23265
6122	6161
6777	26009
576	9619
2821	3101
7490	9589
9377	10975
83990	90134
290	7273
4638	57634
9271	10856
2834	245973
23013	84168
8945	10142
8294	8970
23551	26995
4254	117583
701	996
3903	137970
5830	9896
2794	23305
1830	56474
3551	8975
3854	3980
338	3603
5101	7357
830	23710
6714	6927
23414	84159
5523	7157
23644	54657
2737	51422
6602	8335
931	51477
9632	11173
3801	5830
2122	9349
5558	8318
338	85403
133690	138162
3113	8735
2782	2791
23478	26505
2015	54714
3741	25917
123	2041
55153	84365
4750	151742
3093	55339
687	5307
238	55754
3842	27297
2065	51422
53339	84154
2195	90993
577	2731
358	118788
3430	55690
816	9371
4317	22974
8802	8871
20	10351
2065	51098
5991	22917
10885	79954
1109	1305
3799	8735
2107	4141
10300	130399
5707	347688
3911	23533
1755	6620
905	1956
3617	11099
6005	6934
7097	79980
6240	50484
1386	22876
58497	84106
4676	8335
6155	10189
4514	4750
21	3636
1139	94240
3371	4692
5737	6899
3821	54995
6667	7342
26121	26986
2140	7138
2960	2963
6885	55324
1663	7157
103	57535
1832	57106
1191	4036
288	2557
9107	29957
4864	11180
4915	5930
9033	10560
672	8883
5636	6311
5332	260425
1559	221078
3018	8349
7419	9129
6950	10693
3006	3949
22884	80331
4133	29850
3209	55843
4036	10207
1001	3856
1973	8664
9246	55197
6634	10921
3572	9180
7357	10594
10102	25813
23534	118429
1585	9107
1363	11099
1826	51205
3012	8366
1287	6450
5339	8289
55588	59269
4168	29123
1982	90204
24	9896
7036	9537
6387	10566
490	2821
5594	5597
231	2739
10847	79039
23481	55280
641	10492
6152	6217
4619	5649
509	4722
10246	10964
4691	57396
57819	79869
5244	10963
6585	55288
250	667
2580	55740
8349	317772
4644	51289
4354	5063
51020	64794
3309	9240
5289	55127
5684	5695
226	2182
2935	5431
1638	3355
10926	26056
6134	6157
